author;comment;sentimen;timestamp;like_count;tipe_produk;brand;segment;release_date
@wijayaj001;"Cameranya jangan halangin casing magnetic.
Dan spen jangan terpengaruh sama magnet.";negatif;2024-10-17T03:35:08Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@hayolomauapa36;"harapan gue Samsung berani ngeluarin OS sendiri khusus cuma untuk flagship samsung sebagai pengganti OS android untuk nyaingin IOS ??????????.
memang bakalan butuh modal besar tapi pasti bakalan seru ??.";netral;2024-10-16T23:44:29Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@DimazBY;Kamera depan baiknya ultra wide, utk vlogging biar gak 'sempit' croppingnya;negatif;2024-10-16T19:15:59Z;1;Galaxy S25;Samsung;Flagship;January 5, 2025
@DogeRider985;"Bentuknya jgn kotak

Lumayan gk enak di pegang";negatif;2024-10-16T16:40:48Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@ghasiardiantoro9491;Charger lahhhh;negatif;2024-10-16T14:47:28Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@bryansetiawan1420;rumornya kenapa magsafe gak hadir di flagship nya, karena built in magnetnya bakal mengganggu penggunaan SPen nya;negatif;2024-10-16T05:58:41Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@galaxysemesta;Samsung plis sediakan selalu spen;negatif;2024-10-16T01:22:51Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@Adelsaputrasalim;S series samsung di tahun 2026/2027 apanya? ??;netral;2024-10-15T17:28:21Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@Assassins_Sins;Kamera tele 200mp;netral;2024-10-15T14:50:54Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@sulhan_sefore;Wah sama banget lagi, liat vivo x200 pro mini bisa masukin periscope, Pixel 9 pro juga;negatif;2024-10-15T14:02:31Z;1;Galaxy S25;Samsung;Flagship;January 5, 2025
@bimaluthfianandito5820;Harapan saya compact aja sih maksimal 6inch;positif;2024-10-15T12:27:20Z;1;Galaxy S25;Samsung;Flagship;January 5, 2025
@dekdidores2016;Kasi opsi on/off flash di kamera ultrawide;netral;2024-10-15T12:10:21Z;12;Galaxy S25;Samsung;Flagship;January 5, 2025
@alvinbiologi;Layar 144 hz, baterai 6000 mah, fast charging minimal 67 watt, kamera ditingkatkan, minimal gonta ganti kamera mode video 4k 60 se smooth iphone, kemampuan kamera di malam hari perlu ditingkatkan terutama video selfie malam hari yang terlalu inferior;positif;2024-10-15T11:56:48Z;52;Galaxy S25;Samsung;Flagship;January 5, 2025
@robinardani4183;Berharp batre s25 ultra jdi 6000 mah dan th 2025 batre hp sdh 6000 mah smua;positif;2024-10-15T11:33:53Z;2;Galaxy S25;Samsung;Flagship;January 5, 2025
@m.rezkaermanda2560;Infinix note 40 aja udah magsafe, kualitas bagus;negatif;2024-10-15T11:32:41Z;4;Galaxy S25;Samsung;Flagship;January 5, 2025
@AANJAY_;Semoga jadi standart ya magsafe di semua hp Android;positif;2024-10-15T11:30:17Z;6;Galaxy S25;Samsung;Flagship;January 5, 2025
@ZihniMikailAlamgir;hmmmm kalo magsafe sih gampang, tinggal beli casing magsafe selesai,paling harga casingnya mahal ??;negatif;2024-10-15T11:25:03Z;2;Galaxy S25;Samsung;Flagship;January 5, 2025
@onaofficial418;Biasanya Hoax;negatif;2024-10-31T01:31:36Z;1;Galaxy S25;Samsung;Flagship;January 5, 2025
@99510004;"Microphone nya cempreng bgt...
Ganti donk yg bagusan dikit..";negatif;2024-10-07T16:41:29Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@featurephone3374;Sampe skrg masih pake Galaxy A20s, hardware Samsung emng paling best setelah Sony Experia;negatif;2024-10-05T01:22:16Z;4;Galaxy S25;Samsung;Flagship;January 5, 2025
@firmanaikatsu-kiwarriors5233;"Samsung Galaxy S25 - Akan menjadi Versi Reguler terakhir pada tahun 2026 mendatang! 

Soalnya Masih belum tahu Apakah Smartphone Samsung dengan desain Body Compact tersebut akan tidak akan segera dirilis di tahun 2026 nanti.. 

Soalnya Brand sebelah dengan Desain body Compact lainnya seperti... 

Xiaomi 15, Oppo Find X8, Vivo X200, Honor Magic9, DLL

Lalu Apakah Smartphone dengan desain layar Compact nantinya akan segera Punah di masa depan nanti? ??????";netral;2024-10-03T12:01:41Z;2;Galaxy S25;Samsung;Flagship;January 5, 2025
@jayenmuhammad;Kelihatannya kokoh bnget s25 series;positif;2024-10-03T11:05:28Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@my2randomcents;Sejujurnya, dengan layar S24, saya tidak terlalu peduli lagi dengan bezel, karena sudah cukup baik.;positif;2024-11-16T22:46:50Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@brentthienpondt;Selamat tinggal Apple, selamat tinggal.;positif;2024-11-15T06:25:01Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@morgankarlsson5220;Sepertinya Samsung Galaxy dan Android telah stagnan dalam hal pengembangan dan inovasi dibandingkan dengan iPhone/iOS. Dan saya mengatakan ini sebagai mantan pengguna Android.;positif;2024-11-10T12:06:33Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@aayushacharya6022;Tapi desainnya terlihat sama seperti seri Galaxy A. Ini sangat mengecewakan mengingat inovasi Samsung yang selama ini.;negatif;2024-11-07T11:56:24Z;2;Galaxy S25;Samsung;Flagship;January 5, 2025
@raiwserkoopa2221;Tapi, S24 baru saja keluar tahun ini XD;netral;2024-11-03T20:38:35Z;1;Galaxy S25;Samsung;Flagship;January 5, 2025
@vVanderlej;Jadi pada dasarnya S24 sedikit lebih cepat... Samsung dan Apple memutuskan untuk menghasilkan uang dengan peningkatan minimal, hal terburuk yang terjadi adalah larangan terhadap Huawei.;negatif;2024-11-01T03:18:27Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@mimieekay;Tolong Samsung, ubah tampilan, tidak bisa punya ponsel yang terlihat sama saja.;negatif;2024-10-29T19:05:24Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@palashsaikia9252;S25 menggunakan prosesor apa?;netral;2024-10-29T18:11:13Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@rohansonawane1071;Daya tahan baterai???;netral;2024-10-19T09:19:46Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@danbmx445;Saya akan menukar S24 saya untuk S25 ketika keluar. Itu akan menjadi ponsel dengan ukuran yang sempurna untuk saya ??;positif;2024-10-19T01:06:05Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@sirdann1;Samsung Galaxy S25 wi-fi 7?;netral;2024-10-16T16:54:51Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@StubbySquid-1;Akan membeli yang 16! Tidak sabar menunggu lineup S25 juga!! Selalu lebih baik jika membeli Samsung dan Apple. Dengan begitu kamu tidak akan merasa bosan. Saat ini saya pakai iPhone 11 dan S22 (bekas).;positif;2024-10-16T12:04:20Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@Vezzlan1;Upgrade dari S24 membosankan, saya tidak keberatan jika mereka membuat ponsel sedikit lebih tebal dan memasukkan baterai yang lebih besar.;negatif;2024-10-15T17:16:35Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@kabiracreation7692;Pelindung kaca akan menjadi masalah utama nanti??;negatif;2024-10-14T01:21:32Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@kushaldutta5156;Eww. Layar sampah yang benar-benar buruk;negatif;2024-10-13T13:49:52Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@SixSioux;Kenapa mereka masih belum memperkenalkan UDC sebagai pengganti punch hole???;negatif;2024-10-12T12:12:12Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@Hungarianmoneyjerk;Semoga mereka akan mengubah desain ponsel sedikit...;negatif;2024-10-11T12:55:35Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@DevinChandula;Model dasar terlihat keren tapi saya lebih suka desain S24U daripada S25U;negatif;2024-10-05T18:44:29Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@yuyutsu...;Tolong Samsung... Baterai yang lebih besar untuk S25 kali ini;negatif;2024-10-05T11:43:02Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@Rockytechguy;Ya, Samsung Galaxy S25 Ultra mengalahkan setiap ponsel Android jika memiliki baterai 5500 mAh & pembaruan OS selama 8 tahun;positif;2024-10-04T02:33:24Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@gx_pro2277;Saya memiliki S24, saya sangat bersemangat untuk melihat bagaimana Samsung mengunggulinya seperti yang selalu mereka lakukan meskipun saya tidak akan melakukan upgrade hingga minimal S27;negatif;2024-09-29T13:54:39Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@Originalxlander;Jika model S25 tidak memiliki memori yang bisa diperluas, maka itu tidak berguna. Memiliki memori internal yang besar membuat upgrade di masa depan menjadi menyulitkan. microSD hampir instan.;negatif;2024-09-29T00:43:49Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@sanitham9483;Samsung adalah musuh kuat iPhone;positif;2024-09-28T09:02:55Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@Putin_USSR;Saya selalu memilih S25 reguler karena selalu nyaman;positif;2024-09-28T06:36:08Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@JMmusicfield;Ini bukan tentang spesifikasi, tetapi kualitas perangkat lunaknya. Jika Anda seorang musisi misalnya, Android tidak berguna. Para pengembang, ayo dong.;negatif;2024-09-23T22:10:16Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@thecalicreez;Saya jamin tidak ada yang peduli dengan bezel yang lebih tipis;negatif;2024-09-18T20:01:11Z;2;Galaxy S25;Samsung;Flagship;January 5, 2025
@mytimikeful;Bayangkan membayar £800 hanya untuk bezel yang lebih tipis. Gila...;negatif;2024-09-18T17:04:52Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@YASHWANTKUMAR-vq7qf;Samsung Galaxy S24 Ultra dan S25 bukanlah ponsel merek yang bagus;negatif;2024-09-18T12:56:48Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@thirstyeater4539;Saya berharap Anda bisa memberi saya Samsung S25, saya sangat membutuhkannya, saya benar-benar cinta Samsung ?? Cinta ?? dari Pakistan mengomentari dengan harapan.;positif;2024-09-18T05:19:43Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@peacemaker0071;Tidak tertarik, Apple menang lagi ??????;negatif;2024-09-17T23:34:20Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@alfredobriseno6428;Pada dasarnya, ini adalah ponsel yang sama selama 3 tahun terakhir.;negatif;2024-09-17T17:19:00Z;3;Galaxy S25;Samsung;Flagship;January 5, 2025
@akas2025;Saya berharap kali ini tidak ada masalah dengan port pengisian daya. Begitulah saya mengembalikan S24 Ultra karena masalah port pengisian daya;negatif;2024-09-17T15:45:22Z;1;Galaxy S25;Samsung;Flagship;January 5, 2025
@SAMIULISLAM-kv1lu;Apakah Galaxy AI akan berbayar pada 2025?;netral;2024-09-17T15:12:09Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@kevindelapaz960;Semua menyenangkan sampai garis hijau mulai muncul;negatif;2024-09-17T10:05:31Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@endritzejj5586;Tidak ada perbedaan dari S22 ke S24, jadi akan sama saja;negatif;2024-09-17T06:30:21Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@dennischia2489;Masih saja perubahan yang tidak berguna, mereka masih menggunakan kecepatan pengisian yang lambat.;negatif;2024-09-17T06:16:14Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@rishabbansal6558;Inovasi desain mereka sudah mati!;negatif;2024-09-17T05:52:32Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@middleclassyt1295;Sial bro, itu gila;negatif;2024-09-17T05:33:14Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@wavykikago1719;Android akan selalu menjadi Android, tidak ada yang bisa menggeser iOS;netral;2024-09-17T05:03:39Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@dipjyotikalita07;Berikan kami lebih banyak baterai. Tidak perlu membuatnya lebih tipis.;negatif;2024-09-16T16:38:12Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@TheFateLessOne;Secara pribadi, saya suka sudut tajam di S24 Ultra saya. Saya agak kecewa karena mereka tidak mempertahankannya!;positif;2024-09-16T15:25:56Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@Bryle_;Akhirnya tidak ada Exynos.;positif;2024-09-16T11:16:55Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@anisbhuiyan3043;Samsung Galaxy S25 Pro atau S25 Ultra model yang sangat baik;negatif;2024-09-16T10:39:24Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@Waqas9157;Saya ingin varian dasar S25 dengan ukuran 6.4 inci.;negatif;2024-09-16T08:33:11Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@irfanafrandi1290;Bagaimana dengan sensor kamera dan lensa? Ada peningkatan?;netral;2024-09-16T08:12:24Z;3;Galaxy S25;Samsung;Flagship;January 5, 2025
@ThaTexan;Noob;negatif;2024-09-16T07:54:38Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@muazahmmed4294;Tidak tahu kenapa. Tonjolan kamera terlihat lebih murah......??;negatif;2024-09-16T06:05:13Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@MDTALKIES;Tampilan yang menakjubkan??;positif;2024-09-16T03:27:36Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@zakirjani2597;Ada pembaruan ukuran layar dan baterai?;netral;2024-09-16T03:23:44Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@kevinedmondson4073;Wow. Desain baru semuanya????. Konyol. Apple vs Android desain baru. Mereka semua persegi panjang. Orang-orang bodoh!;negatif;2024-09-16T01:15:02Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@yanaazmi1398;Tolong kasih warna titanium pink kali ini di S25 Ultra ?? benar-benar merindukan warna pink Samsung ??;negatif;2024-09-16T00:58:48Z;2;Galaxy S25;Samsung;Flagship;January 5, 2025
@Hydar85;Tidak mendapatkan pembaruan 6.1.1 untuk S23U di UK hingga saat ini ??;negatif;2024-09-16T00:47:37Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@rainpatch4358;Smartphone sudah mencapai puncaknya, jika Anda bisa berpikir satu inovasi untuk ditambahkan, apa itu?;netral;2024-09-16T00:18:29Z;1;Galaxy S25;Samsung;Flagship;January 5, 2025
@thelaststand1977;Saya senang karena tidak ada Exynos yang membosankan kali ini ??;positif;2024-09-16T00:10:14Z;7;Galaxy S25;Samsung;Flagship;January 5, 2025
@LouAnnBeuke;Wow ??;positif;2024-09-15T23:22:58Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@streetremember6194;Saya sedang menunggu S25 Ultra.;positif;2024-09-15T22:56:21Z;2;Galaxy S25;Samsung;Flagship;January 5, 2025
@randomish;Semoga cincin kamera berwarna perak, band hitam itu terlihat jelek;negatif;2024-09-15T21:28:03Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@shalein6688;Inovasi smartphone sudah mencapai puncaknya. Perubahan kecil ini tidak mendefinisikan apakah orang perlu upgrade. Mereka harus meluncurkan smartphone sekarang setiap 2 tahun dengan setidaknya 1 fitur inovatif yang setidaknya memberi alasan untuk upgrade. Sekarang orang-orang bertahan dengan ponsel mereka setidaknya 3 hingga 4 tahun.;negatif;2024-09-15T21:26:17Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@theproduct456;Kenapa mereka tidak membuat bezel hilang saja. Mereka mengurangi 1 cm bezel setiap tahun;negatif;2024-09-15T21:25:05Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@doodlexenosinfopinion;Perlombaan chip sangat bagus..;positif;2024-09-15T21:18:13Z;4;Galaxy S25;Samsung;Flagship;January 5, 2025
@jklbd4815;Desain kamera yang buruk sejujurnya ??;positif;2024-09-15T20:51:50Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@DoozyyTV;Membosankan;negatif;2024-09-15T20:46:08Z;0;Galaxy S25;Samsung;Flagship;January 5, 2025
@abdullashaikh1113;Dari Samsung, kita bisa mengharapkan upgrade yang berarti, tidak seperti Apple.;positif;2024-09-15T20:22:49Z;78;Galaxy S25;Samsung;Flagship;January 5, 2025
@ziaulhaque3450;Luar biasa;positif;2024-09-15T19:58:44Z;2;Galaxy S25;Samsung;Flagship;January 5, 2025
