author,comment,sentiment,timestamp,like_count,tipe_produk,brand,segment,release_date
@aldiragil2032,Itu warna marble grey bg?,Neutral,2024-05-22T00:05:13Z,1,Galaxy S24,Samsung,Flagship,18-Jan-24
@NikrdaDagaijs,"S24/256g Wilayah jkt aku jual 12,5 baru masih segel. Bisa cod area Jakarta.",Neutral,2024-05-11T02:48:07Z,0,Galaxy S24,Samsung,Flagship,18-Jan-24
@nandhaaudio23,udah ada di indo kah?,Neutral,2024-05-09T14:53:11Z,1,Galaxy S24,Samsung,Flagship,18-Jan-24
@rickydinata6530,"Bang mau nanya ni, misalkan kita bikin video pakai kamera belakang terus ganti angle auto nggak ya?",Neutral,2024-05-04T02:59:39Z,1,Galaxy S24,Samsung,Flagship,18-Jan-24
@dediigr,Dah s23 naggu upgrde ke s24 cuma naik dikit nanti nunggu s25,Neutral,2024-04-02T13:48:32Z,2,Galaxy S24,Samsung,Flagship,18-Jan-24
@gachub3841,galaxy ai instanst slow mo itu native?,Neutral,2024-03-31T08:55:04Z,1,Galaxy S24,Samsung,Flagship,18-Jan-24
@NvidiaGvorce,S24+ blike : hallo ade adeku ??,Neutral,2024-03-14T06:52:32Z,0,Galaxy S24,Samsung,Flagship,18-Jan-24
@dcdiwizayaofficial5314,"sebagus""nya android tetaplah android",Neutral,2024-03-12T04:59:33Z,0,Galaxy S24,Samsung,Flagship,18-Jan-24
@sundaycoffee296,"bang aku user s24, utk unlock frame rate tinggi...",Neutral,2024-03-08T10:45:44Z,7,Galaxy S24,Samsung,Flagship,18-Jan-24
@GeryPrakoso,"sholawatin dlu ajh mudah""an bsa gnti hp aamiiiin yra robbal alamiiiin ya allah kobul ??????????",Neutral,2024-02-27T17:22:37Z,20,Galaxy S24,Samsung,Flagship,18-Jan-24
@astamoh9799,Mau beli krn suka compact tp masih agak takut krn pakenya exinos..??,Neutral,2024-02-27T11:15:08Z,0,Galaxy S24,Samsung,Flagship,18-Jan-24
@hankamal888,Kalo promosi semua di bilangin bagus� aja??,Neutral,2024-02-24T08:44:18Z,0,Galaxy S24,Samsung,Flagship,18-Jan-24
@spongebobindo4558,Buat unlock refresh rate ultra cukup klik tanda tanya...,Neutral,2024-02-23T17:38:59Z,7,Galaxy S24,Samsung,Flagship,18-Jan-24
@cahyoprakoso3692,"Siapa tau disini ada yg nyari S24, saya mau jual...",Neutral,2024-02-22T09:36:19Z,2,Galaxy S24,Samsung,Flagship,18-Jan-24
@ayamkremesembahbambang,Seandainya masih ada tambahan 2X storage pasti laris manis banget,Neutral,2024-02-18T22:16:31Z,2,Galaxy S24,Samsung,Flagship,18-Jan-24
@Immanuel-nf5rn,kok samsung s24 gw gk ada kamera 4k nya bang? tolong di jawab🙏,Neutral,2024-02-18T16:31:06Z,1,Galaxy S24,Samsung,Flagship,18-Jan-24
@ChockySihombing,Ada yg ngerasa battery S24 nya boros gak ya?,Neutral,2024-02-18T12:04:59Z,2,Galaxy S24,Samsung,Flagship,18-Jan-24
@saldito9139,"Semoga dapet software update lebih lama lagi, buat si flagship",Neutral,2024-02-18T00:04:33Z,1,Galaxy S24,Samsung,Flagship,18-Jan-24
@andika28100,"Sebagai pecinta flagship, gw harap S24 ada yang Snapdragon di semua region.",Neutral,2024-02-17T12:09:56Z,0,Galaxy S24,Samsung,Flagship,18-Jan-24
@AqilRizkullah-fu9up,"Mau beli s24, ada yang tau cara dapet cashback?",Neutral,2024-02-17T11:53:49Z,1,Galaxy S24,Samsung,Flagship,18-Jan-24
@IjalEnS0766,"Pake S24, overall puas, tapi kadang signal drop bikin kesel.",Neutral,2024-02-17T11:12:29Z,4,Galaxy S24,Samsung,Flagship,18-Jan-24
@bamstrueblue224,Ada yg tau ga kapan warna exclusive S24 rilis di Indo?,Neutral,2024-02-17T10:34:05Z,0,Galaxy S24,Samsung,Flagship,18-Jan-24
@oshinmuhlisin9021,"Layarnya sih keren banget, tapi ya itu, baterai kurang tahan lama.",Neutral,2024-02-17T08:05:48Z,2,Galaxy S24,Samsung,Flagship,18-Jan-24
@PohonCerita,"Portrait modenya ga direview, padahal termasuk fitur terbaik samsung di seri ini. Jadi penasaran pengen beli.",Positive,2024-07-02T12:12:02Z,1,Galaxy S24,Samsung,Flagship,18-Jan-24
@valentinobotak7715,S24 plus dah paling asek dr segi batere jg lebih gede drpd yg reguler,Positive,2024-06-23T19:52:43Z,0,Galaxy S24,Samsung,Flagship,18-Jan-24
@guratsisi2551,"yang bilang desain sama dengan midrange. itu gak bener sih, ini flagship vibes banget kalo pegang langsung!",Positive,2024-06-03T00:53:43Z,0,Galaxy S24,Samsung,Flagship,18-Jan-24
@gersomsepvianto1895,Nonton ini pake s24 ultra,Positive,2024-05-03T23:58:37Z,0,Galaxy S24,Samsung,Flagship,18-Jan-24
@bloodynightmare5213,Tuh fingerprint reader speednya lebih cepat dari stun selena??,Positive,2024-04-29T15:06:21Z,0,Galaxy S24,Samsung,Flagship,18-Jan-24
@rokyul_hak,"Bismillah , bisa beli hp ini cash , aamiin",Positive,2024-04-22T18:23:11Z,2,Galaxy S24,Samsung,Flagship,18-Jan-24
@hsjsksskidiskskd,kmren dpt di 13 warna exclusive sapphire blue 512 behhh mantap abisss�,Positive,2024-04-21T02:55:17Z,2,Galaxy S24,Samsung,Flagship,18-Jan-24
@juvendias99,Bismillah tahun ini kebeli??,Positive,2024-03-21T10:01:46Z,3,Galaxy S24,Samsung,Flagship,18-Jan-24
@Color.Palette_ASMR,gilaaa bisa 8k 30 fps??,Positive,2024-03-16T23:55:51Z,1,Galaxy S24,Samsung,Flagship,18-Jan-24
@ITRanger,Kecil-kecil cabe rawet. Semakin keren desain layar dan beselnya.,Positive,2024-03-13T03:40:16Z,10,Galaxy S24,Samsung,Flagship,18-Jan-24
@_hananhakim,Ini review gua jujur nya ttg s24 plus setelah pemakaian sebulan...,Positive,2024-03-12T16:09:20Z,4,Galaxy S24,Samsung,Flagship,18-Jan-24
@zerefgaming8962,nonton pake s24 ultra. emang puas banget sihh kalau pake samsung flagship...,Positive,2024-02-22T02:48:20Z,4,Galaxy S24,Samsung,Flagship,18-Jan-24
@totoarmando4525,"Watching on Samsung S24 marble grey. Tampilan tambah cakep pake casing clear ringke fusion. PO 14 juta free scare+ setahun senilai harga normal 16 juta. Plus minus pasti ada, apalagi pro kontra antara netizen 😅",Positive,2024-02-21T02:19:32Z,3,Galaxy S24,Samsung,Flagship,18-Jan-24
@MFD5S,Samsung galaxy S24 memang mantap spesifikasi nya 👍,Positive,2024-02-20T10:54:08Z,0,Galaxy S24,Samsung,Flagship,18-Jan-24
@shop_ping200,"Sebagai pengguna sumsang dr dlu... Jd ngiler s24... dr sekian hp android One Ui itu lbh enak, apa lagi fitur lengkap: stereo speaker, layar simetris sAmoled 120hz dan lebih mantap lagi punya ip68 yg jarang ditemukan dihp lain😍👍",Positive,2024-02-19T10:13:25Z,18,Galaxy S24,Samsung,Flagship,18-Jan-24
@IzwaoryzaFihantari-jq7jh,Nonton ini pake s24❤ Puassss bngtt apa lagi dpt bonus storage 512gb🎉,Positive,2024-02-18T03:33:45Z,97,Galaxy S24,Samsung,Flagship,18-Jan-24
@yogijuliyanto,S24 Ultra lancar jaya buat kerja dan gaming. Worth it banget beli varian 1TB. Terima kasih samsung.,Positive,2024-02-17T17:27:10Z,0,Galaxy S24,Samsung,Flagship,18-Jan-24
@fajargustiana5758,"S24 sangat memuaskan, layarnya vibrant dan perfomancenya top!",Positive,2024-02-17T15:22:53Z,2,Galaxy S24,Samsung,Flagship,18-Jan-24
@MBagaskara1,"Jujurly, puas banget sama fitur-fiturnya Samsung S24 ini.",Positive,2024-02-17T14:04:48Z,22,Galaxy S24,Samsung,Flagship,18-Jan-24
@anandakanda,"S24 warna Lime cakep bgt, gw jadi pengen beli.",Positive,2024-02-17T11:57:58Z,0,Galaxy S24,Samsung,Flagship,18-Jan-24
@IjalEnS0766,"Udah pake samsung flagship dari S10, tetep setia dan puas bgt sampe sekarang!",Positive,2024-02-17T11:15:40Z,0,Galaxy S24,Samsung,Flagship,18-Jan-24
@arirahmawan8691,Menurut gw worth it banget S24 kalo suka gaming. Refresh rate 120Hz bener-bener smooth.,Positive,2024-02-17T08:50:46Z,0,Galaxy S24,Samsung,Flagship,18-Jan-24
@bekooleng,"Punya gue Exynos sih ga ada masalah panas, maybe beda batch kali ya.",Positive,2024-02-17T08:45:45Z,0,Galaxy S24,Samsung,Flagship,18-Jan-24
@MbahKampret69,"Samsung S24 terbaik di harga flagship, mantap untuk multitasking dan foto.",Positive,2024-02-17T08:21:50Z,5,Galaxy S24,Samsung,Flagship,18-Jan-24
