sentimen,author,comment,timestamp,like_count,tipe_produk,brand,segment,release_date
negatif,@pakciknawir6865,Cuma 47 😭😭😭😭 bagi yg bnyak duit cuma itu sangat mudah untuk di sebutkan 🤣🤣🤣,2024-10-29T14:03:28Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@ridwansyam6768,Sama kaya hp saya itu 😂 saya di kasih sama abang ku yg kerja di luar negri,2024-10-29T07:42:13Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
netral,@marijuana_smoker,Drop test bang 😂,2024-10-29T04:49:51Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@amolasibutar,cukuplah J1 ace auto auto tanpa layar 😊,2024-10-27T15:10:34Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@KEMALREZA1,Yang atas grinding yang bawah dimaenin keren bgt ni hp,2024-10-27T12:57:36Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
netral,@aquagalon8015,Durasi batrei nya kak?,2024-10-27T06:55:01Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
netral,@stevenhiu9138,100 tahun kedepan dah berapa lipat tuh😂,2024-10-26T17:40:28Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@aamjee6337,Huawei ga ad obat🎉,2024-10-26T17:01:56Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@budimansutanto3939,Ngeliat om botak ngancurin huawei XT gak sampe 5 menit sampe jeroannya,2024-10-26T16:50:13Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
netral,@779rb,Request honor magic v3,2024-10-26T14:05:07Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@kevinsyahputra3260,unbox therapy nya indonesia,2024-10-26T11:51:49Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@PembersihGorongGorong,Cuma katamu...,2024-10-25T17:19:27Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@dhanesadwidharma612,Ketika mobil bisa dikantongin🗿🗿,2024-10-25T07:13:37Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@gamemods_indo,"Iphone cina 😂😂, harmony os gk ada obat, android flagship aja pindah lensa masih patah²",2024-10-23T16:54:26Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@luluroxx3,MONYETT....  KALIAN ORANG KAYA ATAU NGEMIS NYUSAHIN HARTA ORANG TUA . YA JELAS  40JUTAAN KALIAN BILANG CUMA.,2024-10-23T16:12:22Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@mfaizalrafli8362,Serius nih Huawei ngasih kamera kyk gitu di harga 40-50an juta?🥲,2024-10-23T09:57:29Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@EraMbog-y6y,"bisa bayar utang 10jt, beli infinix 50 1 buat saya, iphone 11 buat istri yg ngidam, tab 2 biji buat anak sekolah, bayar kontrakan setahun, buka franachise es teh sisanya buat sehari hari",2024-10-23T03:52:32Z,1,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
netral,@mfaizalrafli8362,Ya gimana cuma dapet antutu 700k an. Wong point GPU ga kedetek,2024-10-23T03:44:00Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@Padakusuma,Woww murehh bingiittzz,2024-10-22T13:21:41Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@hahahihi-ey8hm,bea cukai jahat,2024-10-22T10:56:21Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
netral,@HATERSgaming1002,Kalau dikasih mana aja suka om😅,2024-10-22T10:46:04Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@thefourthchairman4151,"Seandainya gw punya/dikasih duit segitu yg bisa gw spend buat beli smartphone, kayaknya gw jg gak akan beli hp ini deh 😅",2024-10-22T08:45:29Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@ervinhary7565,Ini hp Huawei hp lipat 3 pertama didunia.,2024-10-22T08:07:16Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@farissetiawan8029,"Hape edan semua,,❤❤❤",2024-10-21T18:25:19Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@djokamhaircut,"Menurut sy ini murah banget, karna harga nya cuma 47 JT 😅",2024-10-21T15:46:48Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@Gpbuntat-ct9zg,Cuma??? sepertinya gw salah masuk channel,2024-10-21T12:37:47Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@agusvivo8219,Busettt tipis bgt,2024-10-21T12:14:23Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@Ben06ysfAsg,Pajaknya cui mahal bisa buat beli flagship 😂😂,2024-10-21T10:13:37Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@ianprasastiputrasudarja1849,Cuma,2024-10-21T06:16:58Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@Dims_vlt,Jadi pengen beli. Semoga cpet rilis di indo,2024-10-20T17:09:03Z,1,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@elleo1641,"Terakhir punya z fold 4 dulu masih baru2 nya kena LCD nangis mahal bet 12 juta di samsung center, punya temen juga huawei  fold sama rusak lcd malah gabisa di benerin katanya sparepart nya langka. Intinya siap2 kalau pegang HP lipat",2024-10-20T12:52:40Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@PlayerTokisakiKurumi,"Itu kalo lupa patahinnya dimana, pic rusak si",2024-10-20T10:45:57Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@theidanz6368,Berarti ini hp satu layar harga'@ lebih dari 10jta 😁,2024-10-20T09:39:55Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@arifsusanto9405,Keren,2024-10-20T03:44:03Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@reddragon6833,"Malas bgt beli hp cina harga aegitu, yg semangat cuma influencer karena dibayar😂",2024-10-20T03:27:00Z,1,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@khalisaoktavia,bukanya makin simple malah bikin ribet,2024-10-19T13:46:55Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@edielianto5174,Link pembelian nya dong...😊,2024-10-19T09:11:17Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@prisnrev5265,Total.keluar duit 60 juta lebih,2024-10-18T18:31:24Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@prisnrev5265,Kemajuan Teknologi,2024-10-18T18:17:56Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
netral,@visensiusrudy9305,Untuk Case nya bagaimana pake nya tuh...,2024-10-18T16:05:33Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
netral,@chocokhotip5347,kalau saya gajian 2tahun baru dapat😭😭,2024-10-18T14:41:37Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
netral,@ItaImam-o6i,Review nya kelama'an,2024-10-18T11:20:11Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@agusbudiyono9329,Mantap bang❤❤nanti bisa vivo x200 yg mini🙏🙏👍,2024-10-18T08:39:59Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@nopiosetiawan4964,"Puluhan juta, antutu cuma 700k 💀",2024-10-18T04:41:16Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@LLUR22,"gelo, china emang beda, tapi harganya juga waw 😂",2024-10-17T23:42:06Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@hana.675,Maknyolengsep,2024-10-17T14:22:35Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@sweetpotato3910,Dengan bencmak cuma 700ribuan bisa main 2 games sekaligus☠️ kirin ga main main,2024-10-17T10:35:58Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@FootballHDminz,Cumaaaa,2024-10-17T09:26:15Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@fadlysyahputra399,Keren bos,2024-10-17T08:49:40Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@wiqadrie90,Pajak nya bisa buat beli iphone😢,2024-10-17T04:31:31Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@imos1286,"4hp bisa dpt mobil baru tinggal pilih, ya allah ya karim",2024-10-16T11:59:41Z,1,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@akbarsnack9718,Barang sampah cacat produksi,2024-10-16T05:34:51Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@exbiee2377,"secara desain bagusan gopix, coba aja bisa se tipis Huawei",2024-10-16T05:23:45Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@id_channel1403,Pemenang nya huawei untuk hp lipat nya ini sih hp lipat paling sempurna dari semua brand lipat lain nya,2024-10-16T05:20:46Z,4,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@agussuherman2502,Keren bg jir,2024-10-16T00:47:57Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@Aldimulyanaputra,Huawei paling the best lah 🎉,2024-10-15T17:41:25Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@ifankurniawan2644,Emang haram jadah ni bea cukai,2024-10-15T11:28:51Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@childsmile8039,Dapat nmax turbo cuy😂,2024-10-15T10:22:07Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@trsyantofamily528,Suram bngt pajaknya 😂😂,2024-10-15T07:05:53Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@edo9060,melihat harga wuh 😢,2024-10-15T05:01:24Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@TresnoSejati-v7c,sangat disayangkan kenapa warna layarnya unguu. jdi seperti tg murah yg byk dijual dikonter,2024-10-15T04:46:02Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@saipulgaming,Enak tuh buat mobel lejend🗿,2024-10-14T16:44:47Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@ekaprabowo8928,"Keren bgt ni hp, sesi game tes nya kayaknya ga cocok sih sama hp ini, lebih baik bahas kelebihan lainnya. Yg punya ni hp jg ga bakalan ngegame di hp ini 😅",2024-10-14T14:17:25Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@prnmlywn6112,Kereeenn isi boxnyaa❤️❤️,2024-10-14T11:54:22Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@bensbarbershop6570,Mas ad link djual kah? Hahahahahaa,2024-10-14T11:34:06Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
netral,@marmellowwvmc,Ketawa karir,2024-10-14T11:23:45Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
netral,@kristiantowibisono4761,Pak kok skrg harganya 100Jtan lebih yak,2024-10-14T08:22:08Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
netral,@alutmoon5215,Gk ekspek saat bilang bisa jd kipas lngsung dipraktekin 🗿,2024-10-14T06:36:33Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@bekasibego,"Ya Allah semoga bisa kebeli suatu hari nanti, amin 🙏🏿",2024-10-02T06:59:06Z,6,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@MichaelScofield-h4t,mantep,2024-10-01T17:14:11Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@raffaximia2884,Mnding rakit pc,2024-10-01T14:56:28Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@zull5684,iya YA MURAH CUMA 47JUTA ANJENG!!🗿,2024-10-01T14:43:48Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
positif,@doniarmstrongs,"Huawei adlah brand paling canggih saat ini, syangnya amerika dan gogel tdk suka dan menjegalnya",2024-10-01T14:24:37Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@KabutoRyu,50 jt buat smartphone?,2024-10-01T12:06:01Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@ezal-tv9993,Cuma 47?,2024-10-01T11:15:47Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@Nara253,Cuma,2024-10-01T03:05:09Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@leegleo9276,Pajak gila negara konoha,2024-10-01T02:25:54Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@Woowosh,Bisa tuker tambah sama honda beat 2008? 😮,2024-10-01T02:00:56Z,1,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@ShiroNeko-nw5zk,lebih suka pixel 9 pro,2024-10-01T00:48:42Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
negatif,@kurangisampah3876,Sayang spesifikasi hardware kurang. Masih lebih unggul xiaomi mix fold 4,2024-10-01T00:33:27Z,0,Huawei Mate XT Ultimate,Huawei,Flagship,10-Sep-24
