sentimen,author,comment,timestamp,like_count,tipe_produk,brand,segment,release_date
negatif,@muhammedsyiroj7098,"bang,ngetes mic hp nya make sound dong, buat rekayasa kalo dipake ngevideo pas nonton konser biar engga malu""in kalo audio dari rekaman mic hp nya busuk ekwk",2024-09-12T05:01:22Z,0,Google Pixel 9,Google,Flagship,2024
netral,@m.tahrir6828,nnton masi pakai pixel 4a 4g hehee,2024-09-12T04:04:01Z,0,Google Pixel 9,Google,Flagship,2024
positif,@crewmew94,Hp impian drpda pke iPhone,2024-09-12T02:02:58Z,0,Google Pixel 9,Google,Flagship,2024
netral,@suaraalam4111,Ini emai’a bisa di daftarkan di Indo tidak yah ?,2024-09-11T22:37:04Z,0,Google Pixel 9,Google,Flagship,2024
negatif,@alangyogiprasetio9765,Setia pixel 4a 5g😂,2024-09-11T16:04:24Z,0,Google Pixel 9,Google,Flagship,2024
negatif,@MF7Concept,"Knp pixel ga rakit hpnya aja di  PT. Tam sat Nusapersada, kalo ga mau buat Pabrik sendiri di Indonesia, biar seenggaknya bisa lolos TKDN",2024-09-11T14:17:14Z,0,Google Pixel 9,Google,Flagship,2024
netral,@Al_Hanan_projeck,Apa daya masih pake ip 11,2024-09-11T05:08:01Z,1,Google Pixel 9,Google,Flagship,2024
negatif,@ramdannurfajar5791,Hp luar lbih ke males byar cukai nya si,2024-09-10T23:50:03Z,0,Google Pixel 9,Google,Flagship,2024
negatif,@kajengsae8333,setelah lihat hasil foto selfie pixel 9 pro xl di menit 19.03 dan 20.30 yg natural terus lanjut lihat video lagi skin tone david di video jadi kuning banget 😄,2024-09-10T16:20:29Z,0,Google Pixel 9,Google,Flagship,2024
positif,@muhammadhafied142,Beli hp google pixel nyari nya dimana?,2024-09-10T13:45:14Z,0,Google Pixel 9,Google,Flagship,2024
positif,@octaeddy5992,Teampix el,2024-09-10T10:42:54Z,0,Google Pixel 9,Google,Flagship,2024
negatif,@christianyacobus8559,bagusan iphone wkwk,2024-09-10T06:21:14Z,0,Google Pixel 9,Google,Flagship,2024
positif,@Faradaytekno,Saya pengguna pixel 3 ngiler juga,2024-09-10T02:16:51Z,0,Google Pixel 9,Google,Flagship,2024
positif,@ibnuarr9907,Gilaa bgt add me inovasii yangg gokill,2024-09-07T02:39:54Z,0,Google Pixel 9,Google,Flagship,2024
positif,@faryadiaron1705,wah mantap nih kameranya....bisa fto bareng oshi kita nih,2024-08-28T15:29:38Z,0,Google Pixel 9,Google,Flagship,2024
positif,@TazkiaIrawan,kece abis 🔥,2024-08-28T15:05:38Z,0,Google Pixel 9,Google,Flagship,2024
negatif,@lividcompiler,Nyuruh pake charger bawaan supaya casnya maksimal tapi harus beli pisah? Ngehe banget sih ni gugel,2024-08-28T15:04:54Z,0,Google Pixel 9,Google,Flagship,2024
positif,@wellyaditya8258,Aku Pengen BELI,2024-08-28T14:59:38Z,0,Google Pixel 9,Google,Flagship,2024
positif,@Raden.ranowalang,"Berapa harga nya om, besok saya mau beli.",2024-08-28T14:32:37Z,0,Google Pixel 9,Google,Flagship,2024
negatif,@asaneketo,"Kalau dibandinngin sama iphone dan samsung, menurut gw harga pixel kemahalan. Dari segi performance kalah jauh dan material yg digunakan iphone dan samsung sdh titanium. Hasil kamera beda2 tipis, AI jg mungkin hanya bbrp yg sering dipakai. Kalau saja dengan harga 128gb dpt yg 256 gb mungkin lebih worth it",2024-08-28T13:54:53Z,1,Google Pixel 9,Google,Flagship,2024
netral,@TDPro1,"izin nambahin min.. untuk charging itu spesifikasi hpnya ada spesifik hitungannya. misal kyk reealme 9 pro plus dia ada 5v2amp = 10watt dan ada 10w6,5amp = 65watt. nah itu hp goggle dia spec cahrgernya di berapa volt berapa amp biar dia bisa maksimal di 37w tadi? berarti harus cari charger yang hitungannya sama dengan hitungan spesifikasi si hp google pixelnya biar dapat watt maksimal tanpa harus beli chargernya si google. ini rumus elektrikal simple..",2024-08-28T13:39:40Z,0,Google Pixel 9,Google,Flagship,2024
positif,@artzchannel2549,"Mantab tuh, kamera depannya gak mirror kaya aipon.
Aipon smp kiamat tetep mirror effect kamera depannya tuh kayanya..🤭🤣",2024-08-28T12:01:12Z,0,Google Pixel 9,Google,Flagship,2024
negatif,@thesantico424,Hp ampas😂,2024-08-28T11:36:56Z,1,Google Pixel 9,Google,Flagship,2024
