sentimen,author,comment,timestamp,like_count,tipe_produk,brand,segment,release_date
negatif,@RojaliGifari,Tetap setia pake hp Samsung sebab tidak Mampu beli iphone   bwt pengguna samsung sini kumpul cuman nonton tp tdk beli,2024-11-11T08:29:35Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@SerbaSerbiDunia,"Berhentilah bangga dgn produk yg mereka sendiri menghina kedaulatan bangsa kita. Boikot produk Apple dan iPhone

Anda sebagai rakyat Indo saja dikenakan pajak sejak anda dilahir ke bumi Pertiwi, bagaimana bisa Perusahaan asing seperti Apple meminta bebas pajak selama 50 tahun. Anda warasss ???",2024-11-11T08:15:43Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@EkoWaluyo-j9s,"Dukung Pemerintah lah, karena dengan bangun pabrik di Indonesia membantu buka lowongan pekerjaan.",2024-11-11T06:27:38Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@som2982,"Sonny ericson 2006 "" 😂😂😂""",2024-11-11T06:22:21Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@Bana_1933,Blokur ip,2024-11-11T04:14:28Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@rezaramadhan3845,"Blokir iphone dari indonesia,sudah melecehkan bangsa Indonesia termasuk para penggunanya",2024-11-11T01:50:03Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@rudirudi-p9v,"Percuma bang,bnyak orang,orang,bikin video tentang iPhone..TPI,,sekarang iPhone SDH tidak bisa lagi dijual di indonesia...apalagi iPhone 16..masak,penjual iPhone,mau minta holiday 50thun..tnpa,memikirkan TKDN.di indonesia..ini iPhone,..hp mahal...gaji UMR.paling tinggi di indonesia.5juta..harga iphone-nya..puluhan juta..SDH pasti..hanya kalangan orang yang berlebih uangnya yang bisa beli..intinya.iphone 16..akan di pakai,di alam gaib😁😁",2024-11-10T11:55:55Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@saputrasaputra3347,"Dilarang mempromosikan produk yg dilarang pemerintah indonesia

Kalau masih membandel siap2 kena pasal",2024-11-10T11:51:22Z,1,iPhone 16,Apple,Flagship,24-Oct
negatif,@antherru6725,Boikot ip,2024-11-10T09:51:04Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@itpstargame7604,Stop iphone,2024-11-10T08:25:59Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@wi_vi2736,Ni orang sdh tau apple merendah indonesia malah dipromosikan gratis.,2024-11-10T07:03:29Z,1,iPhone 16,Apple,Flagship,24-Oct
negatif,@dandipriadislowhand2869,"Up bang, iphone ke mahalan",2024-11-10T04:35:32Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@robitilham1187,"meskipun gua suka ip, tapi buat bangsa,mending yg lain dah",2024-11-10T04:17:19Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@ZulMuchtar-vc8ri,"Sebuah kebohogan pasaran harganya tak imbang dgn kwalitetnya, katanya canggih apanya yang canggih dan hanya gengsian palsu dianggap orang kaya tapi bodoh, ayo mau pilih mana, dikatakan bodoh atau dikatakan orang kaya",2024-11-10T02:31:07Z,1,iPhone 16,Apple,Flagship,24-Oct
negatif,@ka2nk,wah bagus nih di blokir jos,2024-11-10T02:20:36Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@user-ri2kd7hw1d,Stop promosikan ipbone,2024-11-10T01:52:03Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@user-ri2kd7hw1d,Nggak laku skarang apel iphone banned,2024-11-10T01:51:06Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@straightthrees8874,"Mau iphone ampe 1k pun serinya ga antusias gua,apalagi skrg dengan keadaan iphone di indonesia,masih banyak hp flagship lain,bahkan huawei 3x lebih bagus dari iphone,pemegang kamera terbaik sampe saat ini masih di pegang huawei dan sony",2024-11-10T01:17:06Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@atlantis0156,Bang dukung pemerintah kita dengan tidak membeli produk2 apple dulu. mereka hrs membuat lapangan pekerjaan juga bukan hny mengambil keuntungan dari indonesia saja. dengan tidak mereview saja sdh mendukung indonesia. jng smp kena masalah bang belain review iphone 16,2024-11-09T23:45:00Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@daryono919,"demi kehormatan bangsa indonesia,,sebaiknya jangan beli produk apple",2024-11-09T23:01:13Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@mjyn750,Iphone 16 di banned...😂😂😂,2024-11-09T21:40:12Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@dewa_yudhistira7796,"Bang david STOP TAKE DOWN dulu video ini karena iphone 16 series udah di ban di indonesia karena dia tidak mematuhi atutiran TKDN, 
   Semangat indonesia, kebijakan anda kali ini sangat bagus 👍👍👍",2024-11-09T17:03:32Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@tonaypro1333,udah tau lagi kasus malah  di bahas aneh,2024-11-09T16:34:44Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@mboh-pp3ur,Nonton hape illegal dulu... bisa pake di indo berarti melawan aturan pemerintah...,2024-11-09T15:18:57Z,0,iPhone 16,Apple,Flagship,24-Oct
netral,@roisahfaza-j5z,"Jangankan iphone,oppo aja q masih kridit😅",2024-11-09T13:33:10Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@WanSeng-x5w,"Negara kita harus bisa juga buat seperti mereka,jgn mau membeli produk luar negara terus..makin lama.makin naik harganya.",2024-11-09T11:48:26Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@Cio_alba12,Tangkap org ini yg tlah mempromosi kan HP apple.,2024-11-09T10:20:16Z,1,iPhone 16,Apple,Flagship,24-Oct
negatif,@sobatotan3866,Please jangan Bikin Video tentang Hp ini lagi Bro. Mereka tidak Taat Kepada Aturan Negara Kita,2024-11-09T09:10:30Z,1,iPhone 16,Apple,Flagship,24-Oct
negatif,@abds.sykr23,5:10 ehem kok saya denger nya anu ya,2024-11-09T06:43:01Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@Suryati01-fr9ms,Anda beli produk yg menginjak 2 harga diri NKRI..,2024-11-09T04:14:41Z,2,iPhone 16,Apple,Flagship,24-Oct
negatif,@Tamaagus326,Jangan sampe masuk lah negara amerika merendahkan indonesia dan menyepelekan peraturan indonesia. Cukup semoga cepat di blokir iphone,2024-11-09T03:48:32Z,3,iPhone 16,Apple,Flagship,24-Oct
negatif,@SR-Media8,Take down dulu aja bang.. sebagai bentuk dukungan kita ke pemerintah,2024-11-09T03:42:39Z,1,iPhone 16,Apple,Flagship,24-Oct
positif,@riyuu7797,"bikin ngiler aja jir lah ni ip 16, baru aja tahun kemaren ganti ke ip 14",2024-11-09T01:17:54Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@AndoMartin,SAYA HARAP PEMERINTAH BLOKIR IMEI  Ip16 di NKRI,2024-11-08T23:25:06Z,1,iPhone 16,Apple,Flagship,24-Oct
netral,@paijobokalimaya9556,Tim nonton dan boke cuma hura2 aza,2024-11-08T22:33:39Z,0,iPhone 16,Apple,Flagship,24-Oct
netral,@lenafebriana8177,"Hp baru di getok""😢 apalah dayaku yg pegang hp baru harus dengan penuh kasih sayang😂",2024-11-08T21:30:49Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@makansederhana114,Boikot i phon,2024-11-08T18:32:34Z,2,iPhone 16,Apple,Flagship,24-Oct
negatif,@dreamroom1379,"udah gak ada harapan buat masuk, auto Boikot 😂",2024-11-08T18:12:54Z,1,iPhone 16,Apple,Flagship,24-Oct
negatif,@EddyShine-jl8bj,Di larang jual di indonesia 😂,2024-11-08T17:42:35Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@Yohangeming,Alhamdulillah untung pake redmi😂,2024-11-08T16:49:09Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@analuna-uv7hs,Sadarlah !!! Iphone telah melecehkan Indonesia dengan miminta kepada Pemerintah RI Pajak 50 tahun,2024-11-08T14:14:13Z,2,iPhone 16,Apple,Flagship,24-Oct
negatif,@MasSigit88,Kecewa.. anda tdk mendukung negara yg sedang memblokir Iphone,2024-11-08T13:19:17Z,1,iPhone 16,Apple,Flagship,24-Oct
negatif,@revolusiblack,"iPhone 16 seharusnya,walaupun beli di ln  tidak masuk ke Indonesia percuma kalau masih bisa beli di ln tidak berpengaruh peraturan pemerintah,bagi beruang bebas tanpa batas soal aturan!!!!",2024-11-08T12:31:43Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@ariari-k2p,"iPhone mending jgn di beli ,mending merek lain aja soal y dh kaya ,ngelecehin bgt ke indo ,merek lain juga ga galaah bgs ko",2024-11-08T11:34:23Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@liyana_sadalee1662,"Kalo di banned di indonesia... Hp mu mau di kemanain bang? 
Bisa di return nggk sih?",2024-11-08T10:05:43Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@mamad_studio,"Ini melanggar hukum ngga sih beli iphone di luar negeri, yang jelas2 udah di banned di indonesia.",2024-11-08T08:39:48Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@FriskaMarintan-n9g,Bang David mirip Tulangku.,2024-11-08T06:11:24Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@ikanikan_chanel,"Hp mahal , besarin gengsi. Biaya produksi minim, invest minim, pengen untung gede. 

Ingat blackberry gak heee",2024-11-08T05:40:54Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@sobatan,Iphone di larang tipe 16 gue setuju di blokir dari indonesia.masa minta pajak grtis 50 tahun gila.di lecehkan negara kita sama iphone,2024-11-08T05:19:23Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@hahahehe6033,"oh ini toh, merk hape yang mahal tapi gak mau bayar pajak di Indonesia 😂",2024-11-08T05:14:42Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@kafi1155,Kabarnya setelah 1 bulan .apa bang,2024-11-08T04:46:07Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@rindinabilasaputri2955,"Tolong juga dong para influence  harus kerjasama dengan pemerintah, jangan mentang-mentang banyak uang bisa beli seenaknya diluar negeri padahal di indo udah diblokir",2024-11-08T04:09:55Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@tangadulan,"Chanel ini diduga melanggar pasal 35 PP No 46 tahun 2021.

Karena udah promosikan iphone 16.",2024-11-08T03:44:30Z,1,iPhone 16,Apple,Flagship,24-Oct
negatif,@madhatter2916,udah di banned bang...apple udah finish,2024-11-07T23:08:22Z,1,iPhone 16,Apple,Flagship,24-Oct
negatif,@Ceritain7,ilegal Iphone 16 di Indonesia. Holiday tax 50 tahun.,2024-11-07T22:28:54Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@mediputra1393,SAY NO TO IPHONE!!!,2024-11-07T22:18:36Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@NurmanSadega-m8d,Di indonesia di band oyy kasihan😂,2024-11-07T20:27:08Z,0,iPhone 16,Apple,Flagship,24-Oct
positif,@andyleboy,Sangat mantab,2024-11-07T18:09:19Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@epicgame9697,"Tolong chindo satu ini,hapus dan berhenti dulu ngiklanin produk Apple. Lu nasionalisme,apa kagak? Apa sama kayak Apple lu cuma numpang nyari duit doang?",2024-11-07T15:52:18Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@Senimanpertempuran-z7t,iPhone 16 ILEGAL di NKRI,2024-11-07T15:24:13Z,0,iPhone 16,Apple,Flagship,24-Oct
negatif,@dadar_267,"Hrs jgn review bisa kena dampak klo skrg ada yg pegang iPhone 16 itu di sebut sangat ilegal, tau kan iPhone ingin untung nya saja tp tdk mau investasi",2024-11-07T14:00:37Z,2,iPhone 16,Apple,Flagship,24-Oct
positif,@MuhammadJamaluddin-k6n,Mantap,2024-09-21T23:04:02Z,0,iPhone 16,Apple,Flagship,Oct-24
positif,@IskandarWardana,mau beli tapi dimana.bagus cocok lah,2024-09-21T18:13:31Z,0,iPhone 16,Apple,Flagship,Oct-24
negatif,@wikiysstory,Mending poco x3,2024-09-21T17:22:36Z,0,iPhone 16,Apple,Flagship,Oct-24
