author,comments,sentiment,timestamp,like_count,tipe_produk,brand,segment,release_date
@tesiqoo,"isu layar shadow bang.. sedih gua, udah tertarik sih sama ni hp tp kenapa kok begitu,",Negative,2024-04-02T09:45:39Z,3,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@cecepferdiansyah6233,Saya user infinix menangis melihat harganya🤒,Negative,2024-03-30T04:54:26Z,3,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@erikhidayanto,"""1.5 menit video ditunjukin belakangnya aja. ternyata emang karena design depannya jelek 😅 edit: baru ngeh boxnya juga nampilin punggung aja. yang bikinnya juga kayaknya sadar design depannya enggak menjual. 🙃""",Negative,2024-03-17T11:48:17Z,2,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@lowdvice9995,"overprice, nunggu turun jadi 3jt an aja belinya😂",Negative,2024-03-17T04:52:08Z,0,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@leonay1901,Buseet 5jeti..kamera vdio masi jiter Jiter.. Ga ah mahal..,Negative,2024-03-16T06:52:54Z,0,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@ntiasasin,Hhhh HP badut harga segitu liat lah poco liat lah infinix 🤣 karena sponsor jadi di puji puji di bagus bagusin 🤣,Negative,2024-03-15T21:19:47Z,2,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@haeruddin1885,Pengujian kamera terlalu singkat coba lebih mendalam,Negative,2024-03-15T17:50:49Z,1,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@rizkyadien6397,setelah melihat review ternyata issue layarnya burn in/shadow seketika ciut nyali hntuk membeli hp ini,Negative,2024-03-14T23:04:40Z,4,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@adhiraphael8195,"Dulu Sharp Aquos sense 4 plus pertama keluar 4,5. Dalam 1,5 tahun drop sampe 2,4. Disitulah Bru saya beli 😂. Sabar aja 1 tahunan, biasanya drop 50 %. Kelebihan sense 4 plus IP68. Bisa dicemplungin di Air dan aman. Udh buktiin sendiri 😊. Ini sense 8 kyaknya bakal mirip2 sense 4 plus, bakal drop banyak. Maklum HP ga laku 😅",Negative,2024-03-14T21:50:48Z,2,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@ahmadkosasih5210,Berat klo 6 juta mah. Terlalu banyak saingannya yg lebih bagus. Fix masuk goa ini mah😅,Negative,2024-03-14T17:31:56Z,2,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@David_Albatross,Mahal juga harga nya bro,Negative,2024-03-14T11:26:32Z,0,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@ayahaqilanzie9388,"""Spek sulit harga elit Itulah Sharp""",Negative,2024-03-14T11:19:17Z,3,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@ridzkygiovanni993,Harusnya harga 2-3jutaan sih pantesnya 😂😂,Negative,2024-03-14T11:19:10Z,5,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@antonilee5868,Burik sih,Negative,2024-03-14T11:10:41Z,0,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@Delasta18,Nunggu harga 2 jutaaan 😂 masuk list nih layar kecil,Neutral,2024-09-29T09:44:13Z,0,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@Rismanbejoselawase,Bagus di beberapa aspek tetapi tidak selera kebanyakan orang,Neutral,2024-04-08T04:39:55Z,2,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@habibhidayahtullah1357,Good Untuk Sharp In Japan🇯🇵,Positive,2024-09-23T04:42:55Z,0,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@AntonJaelani-j4f,"Saya pakai hp ini: Kelebihan: compact, ringan banget, udah berkali2 jatuh, sama sekali nggak lecet sekalipun, dah buat take video hujan2 tanpa peduli di lap lap, aman, camera jempolan utk harga segini, cuma nggak bisa switch while record video seperti samsung, lumayan wush wush, snapdragon gitu lho... Kelemahan: kalo mode gelap/pas background gelap di tempat gelap, layar backgroundnya rada2 ijo, tapi sebenarnya bagi saya nggak masalah, rasio layar agak kepanjangan, beda sama umumnya, buat nonton terlalu kecil, UI harus membiasakan diri, software bawaan ngggak lengkap banget, jadi harus cari2 aplikasi yang bagus di play store, kalo aplikasinya gratisan siap2 iklan wkwkw, fitur camera tidak ada stamp",Positive,2024-09-05T07:48:11Z,2,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@TheJibon,Pengen nih hp.. Kecik,Positive,2024-09-05T04:45:34Z,0,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@nandaekanugraha1543,MENARIK,Positive,2024-08-24T08:06:05Z,0,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@MaddoxxFD,"modelnya cakep, mirip dgn htc yg pertama pake casing aluminum",Positive,2024-08-16T08:00:53Z,1,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@fixy3657,"Serasa lihat Nokia 6 euy, hanya saja Nokia 6 full aluminium. As pengguna Nokia XR20, sepertinya Sharp Aquos Sense 8 bisa dipertimbangkan ini. Resmi, compact, kamera sepertinya bagus, dan performa terlihat aman. Jauh dibandingkan dengan NOkia XR20 yg sekrang sering aneh ni layarnya, sering gerak gerak sendiri. Thanks Om reviewnya. Btw software/ OS nya stabil Om ?",Positive,2024-08-16T04:15:21Z,0,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@satyaVEVO,"Pak brapowo harus borong ini buat tentara, karena standar militer dan nyaman banget",Positive,2024-08-15T10:51:08Z,11,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@BlueBubbleGum1,Mantap!! Habis gelap dengan brand korea terbitlah brand jepang 😂,Positive,2024-08-15T10:25:37Z,6,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@xlyohxym,"Secara desain, menurut gw pribadi ini tergolong cakep loh",Positive,2024-08-15T10:23:56Z,15,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@dissydc,Sungguh cocok untuk warga warga clumsy 😊🫵,Positive,2024-08-15T10:14:36Z,3,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@maximillianbillyt7452,lagi pake hp ini sekarang,Positive,2024-08-15T10:10:50Z,4,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@amrisuhadak5520,"Udah lama banget pengen beli merk jejepangan, riwayat beli merk jepang untuk peralatan rumah tangga memang harganya agak mahalan sih tp gak pernah mengecewakan...",Positive,2024-10-07T00:00:11Z,0,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@tubagusmifaz672,"""Hp compact dlm list gw .pixel 5,Zenfone 9,Sharp sense 8.. Pixel masalah imei,Asus mehong nah pilihan tinggal 1 yaitu sharp ini.""",Positive,2024-09-06T13:28:51Z,3,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@marinaesex8017,ganteng,Positive,2024-08-21T14:43:19Z,0,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@TheJibon,"Gw pake sharp sense4pro aja layarnya jernih, warnanya bagus. Apalagi ini",Positive,2024-08-02T13:02:23Z,1,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@Widayana04,Kamera lumayan bagus tuh,Positive,2024-06-21T14:31:29Z,0,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@EMbul888,"""Buat kaum yang mndang mnding dan cuma cari yg ngutamain camera dan murah. Hp sharp sama Sony, emang bukan pasaran kalian. 2 merk ini biasanya lbih kwalitas ke tahan banting mesinnya. Soalnya saya pernh pakai iphone, Samsung, Xiaomi, oppo. Akhirnya saya mengakui sony paling ok s.""",Positive,2024-05-30T00:26:51Z,6,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@philipjuned,"pangsa pasarnya buat orang lapangan yang sat set masuk kantong , nyaman digenggam juga. bukan kaum mendang mending",Positive,2024-04-02T14:54:19Z,4,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@doniromdoni5891,Naksir hp ini. Desainnya beda. Bener2 ngedepanin fungsi dan ketahanan. Pasti gw beli. Mau Upgrade dari galaxy m33,Positive,2024-03-30T12:21:18Z,2,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@avensoependi8778,Yg gue demen karna compact dan os nya .. Simple,Positive,2024-03-24T15:07:00Z,3,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@Perampok04,Hp menarik buat orang yg bosen sama hp mainstream,Positive,2024-03-22T20:08:38Z,1,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@TheRico2710,"Ini jadi daily device gw skrg, battery awet,sama snapdragon 6 gen 1 nya mantep performanya,cuman SHARP setau gw yg pake snapdragon 6 gen 1 ini",Positive,2024-03-20T04:48:54Z,26,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@poncosatriowahyudi,"akhir gw punya juga hp original persis sama kyk sharp jepang , hasil fotonya ok video jg ok krn ada stabilizer OSC , kalo buka youtube itu displaynya keren banget gw sandingin sama iphone lebih bagus sharp. totally puas sih pake hp yg mereknya beda dari merk hp yg pada umumnya",Positive,2024-03-20T04:42:49Z,6,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@kangfeederxd6807,njir sd 6 gen 1 ngalahin sd 7s gen 2😂,Positive,2024-03-18T17:29:53Z,3,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@emanueldika2313,Definisi utama fungsi bukan gengsi😅,Positive,2024-03-17T03:29:34Z,0,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@hehehehehe8033,"""good job sharp, cuma masalah desain aja sih, selebihnya 👍👍👍👍👍👍👍👍👍👍""",Positive,2024-03-15T23:03:20Z,0,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@TRcommander,"""Biasanya hp ukuran kecil cuma ada di tingkat flagship, mahal2. Kali ini ada hp compact yg harganya agak murah. 👍""",Positive,2024-03-15T01:03:49Z,16,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@SarifH-i5f,Gila kamera nya bening bngt,Positive,2024-03-14T22:16:50Z,1,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@hastazacharia,"Awal Bulan Dapat Harga 4,4Jt, Free headphone wireless dan CB 100K. Kalau gw sendiri ngarasa worth walau tampilan depan agak ketinggalan tapi feels premium dapat, Aluminum unibody cuy. Clean OS Pula.",Positive,2024-03-14T19:51:53Z,11,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@SharpV6-qr8np,"Hp incaran ku, semoga bisa kebeli nanti",Positive,2024-03-14T17:31:09Z,2,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@ateng.mantaoabis5812,Mantaap juga,Positive,2024-03-14T16:44:32Z,1,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@MGilberts,"Pengen banget sama nih hp sharp... Salah satu model brand Sharp yg masuk resmi di indo 😅😅😅... Kapan lagi,.udh lumayan compact, spek lumayan, kamera ajib... Waaaah pokoknya sharp banget, udh penggemar hp Sharp sari jaman sekolah, sama LG, ntah kenapa sony sy kureng suka 😅😅... Terakhir pake hp LG pas kuliah, lupa seringa tp enak banget .. hp resmi, yg susah emng sharp soalnya banyakan hp limbah malah yg masuk hahahahah.... Akhirnya ke samsung, trus ke realme, kadang idealis kalah sama kebutuhan san pasar, 😢😢... Sekarang ekonomi agak stabil, pengen beli ini hp bulan kemaren, tp masih mikir 😂....",Positive,2024-03-14T14:59:27Z,13,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@newbiechan8214,Anti mainstream😂😂😂,Positive,2024-03-14T14:56:20Z,0,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@GankYT,layarnya jarang di pake hp lain,Positive,2024-03-14T14:34:16Z,0,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@brammoersas689,"""Februari kemaren aq beli baru, segel, di tokped 4 Juta pas ❤""",Positive,2024-03-14T14:32:32Z,6,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@ranggasetiadi8147,Kameranya 😮 wow juga ya,Positive,2024-03-14T14:24:09Z,0,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@gadgetman4589,Pilih hp yang performa biar gak nyesal,Positive,2024-03-14T12:13:43Z,0,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@QOQODchannel,"""Andaikan harganya dibawah 4jt an, ini HP paling ngeri speknya Pastinya saya paling depan untuk memilikinya""",Positive,2024-03-14T12:04:38Z,6,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@kerayong6129,layar igzo memang keren abis,Positive,2024-03-14T11:47:14Z,4,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@dimasbagus41,"gw baru beli nih hp di tokped kemaren, ada beberapa seller jual di harga dibawah 5 jt kondisi baru segel",Positive,2024-03-14T11:35:33Z,43,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@HidayatXirskyRxH,Keren banget,Positive,2024-03-14T11:18:24Z,2,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@m.arielal-fariz8130,Ciri khas,Positive,2024-03-14T11:04:29Z,0,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@gamevlog8692,"""Pertamax bang Entah kenapa gw lebih suka pake handphone yg berat ketimbang yg ringan, Feel nya kerasan mahal & kokoh""",Positive,2024-03-14T11:02:29Z,1,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
@afzakedua,"ini harusnya hp ini ya dari desain, spek, kamera, dll juga ini bagus ya.",Positive,2024-03-14T11:01:43Z,3,Sharp Aquos Sense 8,Sharp,Mid-Range,24-Jan
